Transaction_ID,Year,Season,Category,City,State,Customer_ID,Product_ID,Payment_Mode,MRP,Discount_%,Quantity,Return_Flag,Out_of_Stock,Hour_of_Day,Selling_Price,Revenue,Margin,Discount_Amount,Profit,Profit_Margin_%,Date,Hour_Bin
T1498,2023,Summer,Grocery,Mumbai,Karnataka,C15,P49,Debit Card,41359.73,8,2,0,0,17,38050.95,76101.9,6617.560000000012,3308.7784,38050.95,50.0,2023-06-15,Afternoon
T1499,2022,Winter,Home,Kolkata,West Bengal,C1400,P196,COD,36440.51,12,1,0,0,16,32067.65,32067.65,4372.860000000001,4372.8612,0.0,0.0,2022-12-15,Afternoon
T1500,2022,Festive,Grocery,Mumbai,Maharashtra,C426,P71,UPI,19801.8,40,2,1,0,11,11881.08,23762.16,15841.44,7920.72,11881.08,50.0,2022-11-15,Morning
T1501,2022,Winter,Grocery,Bangalore,Delhi,C5,P104,COD,42411.37,14,1,0,0,5,36473.78,36473.78,5937.590000000004,5937.5918,0.0,0.0,2022-12-15,Night
T1502,2020,Summer,Beauty,Kolkata,Maharashtra,C615,P59,COD,46028.86,34,2,0,0,6,30379.05,60758.1,31299.620000000003,15649.8124,30379.05,50.0,2020-06-15,Night
T1503,2022,Festive,Mobiles,Bangalore,Karnataka,C1289,P217,Credit Card,26935.94,20,2,0,0,16,21548.75,43097.5,10774.379999999996,5387.187999999999,21548.75,50.0,2022-11-15,Afternoon
T1504,2021,Winter,Electronics,Mumbai,West Bengal,C591,P383,Debit Card,10904.63,34,3,0,0,15,7197.06,21591.18,11122.709999999995,3707.5742,14394.119999999999,66.66666666666666,2021-12-15,Afternoon
T1505,2019,Monsoon,Home,Bangalore,Maharashtra,C1631,P271,Credit Card,45806.45,68,2,0,0,0,14658.06,29316.12,62296.78,31148.385999999995,14658.06,50.0,2019-09-15,Night
T1506,2022,Summer,Beauty,Bangalore,Tamil Nadu,C1036,P396,Credit Card,9636.09,15,4,0,0,10,8190.68,32762.72,5781.639999999999,1445.4135,24572.04,75.0,2022-06-15,Morning
T1507,2019,Festive,Fashion,Bangalore,Maharashtra,C1925,P404,Debit Card,2611.48,38,1,0,0,9,1619.12,1619.12,992.36,992.3624000000001,0.0,0.0,2019-11-15,Morning
T1508,2020,Winter,Grocery,Hyderabad,Telangana,C1642,P220,Credit Card,16508.85,59,2,0,0,0,6768.63,13537.26,19480.439999999995,9740.2215,6768.63,50.0,2020-12-15,Night
T1509,2019,Monsoon,Grocery,Kolkata,Telangana,C722,P325,Debit Card,36402.92,8,1,0,0,10,33490.69,33490.69,2912.229999999996,2912.2336,0.0,0.0,2019-09-15,Morning
T1510,2020,Summer,Home,Kolkata,Maharashtra,C474,P60,UPI,46179.05,53,2,0,0,23,21704.15,43408.3,48949.8,24474.896500000003,21704.15,50.0,2020-06-15,Evening
T1511,2021,Monsoon,Mobiles,Pune,Karnataka,C1134,P271,Debit Card,31936.83,48,4,0,0,2,16607.15,66428.6,61318.72,15329.6784,49821.450000000004,75.0,2021-09-15,Night
T1512,2020,Winter,Mobiles,Kolkata,Karnataka,C1841,P303,Wallet,47601.56,35,3,0,0,22,30941.01,92823.03,49981.65,16660.546,61882.020000000004,66.66666666666667,2020-12-15,Evening
T1513,2020,Winter,Home,Pune,Karnataka,C795,P487,Debit Card,4800.07,52,3,0,0,15,2304.03,6912.09,7488.119999999999,2496.0364,4608.0599999999995,66.66666666666666,2020-12-15,Afternoon
T1514,2023,Festive,Home,Mumbai,Tamil Nadu,C199,P366,Debit Card,3225.54,30,1,0,0,0,2257.88,2257.88,967.66,967.6619999999999,0.0,0.0,2023-11-15,Night
T1515,2022,Monsoon,Beauty,Pune,West Bengal,C957,P229,Wallet,30288.76,16,2,0,0,6,25442.56,50885.12,9692.399999999994,4846.201599999999,25442.56,50.0,2022-09-15,Night
T1516,2022,Festive,Home,Pune,Tamil Nadu,C1078,P56,Debit Card,48312.59,49,4,0,0,10,24639.42,98557.68,94692.68,23673.169099999996,73918.26,75.0,2022-11-15,Morning
T1517,2021,Summer,Fashion,Chennai,Maharashtra,C1362,P221,COD,25235.52,12,1,0,0,16,22207.26,22207.26,3028.260000000002,3028.2624,0.0,0.0,2021-06-15,Afternoon
T1518,2021,Festive,Beauty,Mumbai,Maharashtra,C1542,P217,Credit Card,2765.46,13,3,0,0,18,2405.95,7217.849999999999,1078.5300000000009,359.50980000000004,4811.9,66.66666666666666,2021-11-15,Afternoon
T1519,2022,Summer,Grocery,Kolkata,Delhi,C1583,P376,Credit Card,11216.69,5,1,1,0,13,10655.86,10655.86,560.8299999999999,560.8345,0.0,0.0,2022-06-15,Afternoon
T1520,2023,Winter,Grocery,Delhi,West Bengal,C889,P488,UPI,12390.69,9,1,0,0,22,11275.53,11275.53,1115.16,1115.1621,0.0,0.0,2023-12-15,Evening
T1521,2022,Winter,Grocery,Bangalore,Telangana,C189,P454,UPI,17025.29,58,2,0,0,15,7150.62,14301.24,19749.340000000004,9874.6682,7150.62,50.0,2022-12-15,Afternoon
T1522,2023,Monsoon,Grocery,Bangalore,Telangana,C1372,P360,Wallet,2371.45,28,4,0,0,16,1707.44,6829.76,2656.039999999999,664.0059999999999,5122.32,74.99999999999999,2023-09-15,Afternoon
T1523,2021,Summer,Electronics,Chennai,Maharashtra,C1704,P347,COD,45263.66,30,3,0,0,13,31684.56,95053.68,40737.3,13579.098,63369.119999999995,66.66666666666666,2021-06-15,Afternoon
T1524,2019,Winter,Fashion,Delhi,Telangana,C1477,P201,UPI,25875.08,14,3,0,0,8,22252.57,66757.70999999999,10867.530000000006,3622.5112,44505.13999999999,66.66666666666666,2019-12-15,Morning
T1525,2021,Monsoon,Beauty,Hyderabad,Maharashtra,C1599,P82,Credit Card,33612.35,65,4,0,0,20,11764.32,47057.28,87392.12,21848.0275,35292.96,75.0,2021-09-15,Evening
T1526,2021,Monsoon,Beauty,Pune,Maharashtra,C277,P496,UPI,3545.21,44,2,0,0,12,1985.32,3970.64,3119.78,1559.8924,1985.32,50.0,2021-09-15,Morning
T1527,2020,Festive,Grocery,Mumbai,Maharashtra,C1189,P269,UPI,2894.95,48,4,0,0,1,1505.37,6021.48,5558.32,1389.5759999999998,4516.11,75.0,2020-11-15,Night
T1528,2020,Monsoon,Mobiles,Hyderabad,Karnataka,C890,P138,Debit Card,29406.1,16,4,0,0,19,24701.12,98804.48,18819.92,4704.976,74103.36,75.0,2020-09-15,Evening
T1529,2020,Winter,Beauty,Delhi,Delhi,C535,P93,UPI,44387.34,26,2,0,0,7,32846.63,65693.26,23081.42,11540.708399999998,32846.63,50.0,2020-12-15,Morning
T1530,2020,Festive,Fashion,Chennai,Karnataka,C995,P72,Wallet,26518.4,31,2,1,0,3,18297.7,36595.4,16441.4,8220.704,18297.7,50.0,2020-11-15,Night
T1531,2023,Summer,Home,Delhi,Maharashtra,C1783,P105,Credit Card,43915.39,18,3,0,0,4,36010.62,108031.86000000002,23714.30999999999,7904.7702,72021.24000000002,66.66666666666667,2023-06-15,Night
T1532,2022,Summer,Fashion,Chennai,Tamil Nadu,C557,P105,Wallet,40587.37,29,3,0,0,14,28817.03,86451.09,35311.02000000001,11770.3373,57634.06,66.66666666666666,2022-06-15,Afternoon
T1533,2019,Winter,Grocery,Hyderabad,Karnataka,C1810,P208,Wallet,3977.52,56,2,0,0,1,1750.11,3500.22,4454.82,2227.4112,1750.11,50.0,2019-12-15,Night
T1534,2021,Winter,Grocery,Hyderabad,West Bengal,C159,P95,COD,10257.48,63,1,1,0,20,3795.27,3795.27,6462.209999999999,6462.2124,0.0,0.0,2021-12-15,Evening
T1535,2023,Festive,Electronics,Delhi,Maharashtra,C1400,P203,Debit Card,32953.99,42,3,0,0,22,19113.31,57339.93000000001,41522.03999999999,13840.675799999999,38226.62000000001,66.66666666666667,2023-11-15,Evening
T1536,2019,Festive,Beauty,Delhi,Maharashtra,C299,P464,Wallet,22286.37,24,2,0,0,8,16937.64,33875.28,10697.46,5348.7288,16937.64,50.0,2019-11-15,Morning
T1537,2023,Winter,Beauty,Pune,Tamil Nadu,C415,P157,COD,14676.85,24,2,0,0,7,11154.41,22308.82,7044.880000000001,3522.4440000000004,11154.41,50.0,2023-12-15,Morning
T1538,2023,Winter,Beauty,Bangalore,Tamil Nadu,C460,P238,Credit Card,21047.97,60,1,0,0,10,8419.19,8419.19,12628.78,12628.782000000001,0.0,0.0,2023-12-15,Morning
T1539,2021,Summer,Grocery,Chennai,Tamil Nadu,C1781,P156,Credit Card,22370.94,34,4,0,0,21,14764.82,59059.28,30424.48,7606.1196,44294.46,75.0,2021-06-15,Evening
T1540,2022,Summer,Beauty,Bangalore,Delhi,C19,P276,COD,45545.5,45,2,0,0,12,25050.02,50100.04,40990.96,20495.475,25050.02,50.0,2022-06-15,Morning
T1541,2020,Summer,Mobiles,Mumbai,West Bengal,C1615,P283,Wallet,5352.22,67,1,0,0,6,1766.23,1766.23,3585.99,3585.9874,0.0,0.0,2020-06-15,Night
T1542,2022,Winter,Mobiles,Mumbai,Maharashtra,C1662,P256,Wallet,14130.59,33,1,0,0,18,9467.5,9467.5,4663.09,4663.094700000001,0.0,0.0,2022-12-15,Afternoon
T1543,2021,Monsoon,Home,Delhi,Tamil Nadu,C1501,P379,Debit Card,26970.73,48,3,0,0,14,14024.78,42074.34,38837.85,12945.9504,28049.559999999998,66.66666666666666,2021-09-15,Afternoon
T1544,2021,Winter,Beauty,Hyderabad,Delhi,C681,P372,Debit Card,34974.69,61,2,0,0,11,13640.13,27280.26,42669.12000000001,21334.560900000004,13640.13,50.0,2021-12-15,Morning
T1545,2021,Winter,Electronics,Mumbai,Telangana,C860,P457,Credit Card,31605.74,28,3,0,0,12,22756.13,68268.39,26548.83,8849.6072,45512.259999999995,66.66666666666666,2021-12-15,Morning
T1546,2019,Summer,Home,Mumbai,West Bengal,C594,P309,Debit Card,47093.81,23,4,0,0,0,36262.23,145048.92,43326.31999999998,10831.576299999999,108786.69,75.0,2019-06-15,Night
T1547,2022,Winter,Grocery,Bangalore,Maharashtra,C1699,P155,COD,39821.32,21,4,0,0,20,31458.84,125835.36,33449.92,8362.4772,94376.52,75.0,2022-12-15,Evening
T1548,2022,Festive,Beauty,Bangalore,Maharashtra,C706,P128,Credit Card,27942.43,65,3,0,0,7,9779.85,29339.550000000003,54487.740000000005,18162.5795,19559.700000000004,66.66666666666667,2022-11-15,Morning
T1549,2023,Winter,Mobiles,Pune,Telangana,C1113,P423,Wallet,10891.2,8,3,0,0,14,10019.9,30059.7,2613.9000000000037,871.296,20039.800000000003,66.66666666666667,2023-12-15,Afternoon
T1550,2023,Winter,Electronics,Pune,Telangana,C1513,P267,Credit Card,22653.54,26,2,0,0,21,16763.62,33527.24,11779.840000000004,5889.9204,16763.62,50.0,2023-12-15,Evening
T1551,2023,Winter,Home,Mumbai,Maharashtra,C277,P330,UPI,34730.44,10,2,0,0,13,31257.4,62514.8,6946.080000000002,3473.0440000000003,31257.4,50.0,2023-12-15,Afternoon
T1552,2021,Winter,Electronics,Delhi,Delhi,C1703,P19,Credit Card,41930.52,34,2,0,0,7,27674.14,55348.28,28512.759999999995,14256.3768,27674.14,50.0,2021-12-15,Morning
T1553,2022,Monsoon,Beauty,Bangalore,Delhi,C642,P375,Debit Card,47994.86,15,4,0,0,23,40795.63,163182.52,28796.920000000013,7199.229,122386.88999999998,75.0,2022-09-15,Evening
T1554,2021,Winter,Fashion,Mumbai,Telangana,C1005,P111,COD,30351.55,52,3,1,0,2,14568.74,43706.22,47348.43,15782.805999999999,29137.480000000003,66.66666666666667,2021-12-15,Night
T1555,2019,Festive,Electronics,Hyderabad,West Bengal,C897,P430,Wallet,26440.58,50,1,1,0,11,13220.29,13220.29,13220.29,13220.29,0.0,0.0,2019-11-15,Morning
T1556,2023,Festive,Electronics,Bangalore,Karnataka,C181,P340,Wallet,1081.06,31,3,0,0,14,745.93,2237.79,1005.39,335.1286,1491.8600000000001,66.66666666666667,2023-11-15,Afternoon
T1557,2021,Winter,Grocery,Mumbai,Telangana,C1383,P310,Debit Card,3790.53,23,1,0,0,21,2918.71,2918.71,871.8200000000002,871.8219,0.0,0.0,2021-12-15,Evening
T1558,2021,Summer,Mobiles,Pune,Maharashtra,C168,P57,Debit Card,7974.03,63,2,0,0,15,2950.39,5900.78,10047.28,5023.6389,2950.39,50.0,2021-06-15,Afternoon
T1559,2019,Monsoon,Beauty,Chennai,Telangana,C1801,P440,Debit Card,2927.04,58,2,0,0,6,1229.36,2458.72,3395.36,1697.6832000000002,1229.36,50.0,2019-09-15,Night
T1560,2020,Winter,Electronics,Bangalore,West Bengal,C248,P98,UPI,20162.99,21,3,0,0,17,15928.76,47786.28,12702.690000000004,4234.227900000001,31857.519999999997,66.66666666666666,2020-12-15,Afternoon
T1561,2022,Winter,Beauty,Chennai,West Bengal,C76,P86,COD,16976.55,54,1,0,0,12,7809.21,7809.21,9167.34,9167.337,0.0,0.0,2022-12-15,Morning
T1562,2020,Winter,Mobiles,Bangalore,Telangana,C1026,P196,UPI,31940.24,44,4,0,0,22,17886.53,71546.12,56214.84000000001,14053.705600000001,53659.59,75.0,2020-12-15,Evening
T1563,2023,Summer,Grocery,Bangalore,Delhi,C838,P292,Debit Card,26876.12,15,2,0,0,5,22844.7,45689.4,8062.8399999999965,4031.4179999999997,22844.7,50.0,2023-06-15,Night
T1564,2021,Summer,Beauty,Pune,Telangana,C1310,P29,COD,29879.34,18,2,0,0,1,24501.06,49002.12,10756.559999999998,5378.2812,24501.06,50.0,2021-06-15,Night
T1565,2019,Summer,Mobiles,Kolkata,Tamil Nadu,C1490,P187,Debit Card,23704.46,17,3,0,0,1,19674.7,59024.100000000006,12089.279999999995,4029.7582,39349.40000000001,66.66666666666667,2019-06-15,Night
T1566,2019,Monsoon,Mobiles,Kolkata,Tamil Nadu,C623,P184,COD,14031.31,32,3,0,0,21,9541.29,28623.870000000003,13470.059999999996,4490.0192,19082.58,66.66666666666666,2019-09-15,Evening
T1567,2022,Festive,Home,Chennai,Karnataka,C1835,P117,Wallet,47650.7,48,4,0,0,18,24778.36,99113.44,91489.36,22872.335999999996,74335.08,75.0,2022-11-15,Afternoon
T1568,2020,Monsoon,Grocery,Delhi,Maharashtra,C73,P451,UPI,4503.18,67,3,0,0,5,1486.05,4458.15,9051.39,3017.1306,2972.0999999999995,66.66666666666666,2020-09-15,Night
T1569,2022,Summer,Grocery,Mumbai,Maharashtra,C459,P445,Debit Card,46956.77,65,4,0,0,9,16434.87,65739.48,122087.6,30521.9005,49304.61,75.0,2022-06-15,Morning
T1570,2021,Festive,Beauty,Delhi,Maharashtra,C1867,P24,Debit Card,15699.65,21,1,0,0,16,12402.72,12402.72,3296.9300000000003,3296.9264999999996,0.0,0.0,2021-11-15,Afternoon
T1571,2022,Festive,Fashion,Delhi,Delhi,C475,P256,Credit Card,25730.54,54,4,1,0,18,11836.05,47344.2,55577.96000000001,13894.491600000001,35508.149999999994,74.99999999999999,2022-11-15,Afternoon
T1572,2019,Summer,Home,Kolkata,Maharashtra,C437,P383,Wallet,5620.35,30,1,0,0,15,3934.24,3934.24,1686.1100000000006,1686.105,0.0,0.0,2019-06-15,Afternoon
T1573,2019,Summer,Grocery,Mumbai,Karnataka,C1356,P239,Debit Card,3732.37,11,2,0,0,17,3321.81,6643.62,821.1199999999999,410.5607,3321.81,50.0,2019-06-15,Afternoon
T1574,2023,Monsoon,Mobiles,Kolkata,Tamil Nadu,C1600,P185,UPI,21591.36,20,3,0,0,18,17273.09,51819.27,12954.81,4318.272,34546.17999999999,66.66666666666666,2023-09-15,Afternoon
T1575,2023,Summer,Grocery,Kolkata,Delhi,C386,P37,Wallet,37136.53,21,2,0,0,1,29337.86,58675.72,15597.339999999997,7798.6713,29337.86,50.0,2023-06-15,Night
T1576,2021,Festive,Fashion,Pune,West Bengal,C267,P140,Debit Card,13614.37,39,4,0,0,2,8304.77,33219.08,21238.4,5309.604300000001,24914.31,75.0,2021-11-15,Night
T1577,2020,Winter,Electronics,Kolkata,Tamil Nadu,C1074,P37,UPI,28204.92,27,4,0,0,14,20589.59,82358.36,30461.319999999992,7615.328399999999,61768.770000000004,75.0,2020-12-15,Afternoon
T1578,2022,Summer,Electronics,Hyderabad,Karnataka,C774,P245,Credit Card,14076.79,13,4,0,0,14,12246.81,48987.24,7319.920000000005,1829.9827000000002,36740.43,75.0,2022-06-15,Afternoon
T1579,2021,Summer,Grocery,Delhi,Delhi,C202,P2,Credit Card,19552.93,22,1,0,0,11,15251.29,15251.29,4301.639999999999,4301.6446000000005,0.0,0.0,2021-06-15,Morning
T1580,2023,Monsoon,Grocery,Pune,Telangana,C705,P460,UPI,45341.03,52,2,0,0,19,21763.69,43527.38,47154.68,23577.335600000002,21763.69,50.0,2023-09-15,Evening
T1581,2022,Monsoon,Home,Pune,Maharashtra,C187,P387,Wallet,42820.81,27,2,0,0,12,31259.19,62518.38,23123.24,11561.618699999999,31259.19,50.0,2022-09-15,Morning
T1582,2023,Summer,Grocery,Delhi,Karnataka,C977,P166,UPI,25897.67,14,4,0,0,22,22272.0,89088.0,14502.679999999991,3625.6738,66816.0,75.0,2023-06-15,Evening
T1583,2022,Festive,Fashion,Pune,Delhi,C847,P112,UPI,12057.66,42,3,0,0,1,6993.44,20980.32,15192.66,5064.2172,13986.880000000001,66.66666666666667,2022-11-15,Night
T1584,2020,Festive,Grocery,Delhi,Tamil Nadu,C1321,P451,Credit Card,9820.56,63,2,0,0,17,3633.61,7267.22,12373.899999999998,6186.952799999999,3633.61,50.0,2020-11-15,Afternoon
T1585,2021,Winter,Beauty,Hyderabad,Delhi,C1770,P336,Credit Card,47713.55,47,3,0,0,14,25288.18,75864.54000000001,67276.11000000002,22425.3685,50576.36000000001,66.66666666666667,2021-12-15,Afternoon
T1586,2022,Summer,Fashion,Bangalore,Telangana,C564,P310,Credit Card,10295.29,16,2,1,0,17,8648.04,17296.08,3294.5,1647.2464000000002,8648.04,50.0,2022-06-15,Afternoon
T1587,2019,Monsoon,Home,Pune,Karnataka,C1790,P488,Debit Card,40446.78,57,4,1,0,12,17392.12,69568.48,92218.64,23054.6646,52176.36,75.0,2019-09-15,Morning
T1588,2019,Festive,Beauty,Chennai,Delhi,C517,P409,Debit Card,18574.72,18,4,0,0,5,15231.27,60925.08,13373.800000000005,3343.4496000000004,45693.81,74.99999999999999,2019-11-15,Night
T1589,2022,Winter,Beauty,Chennai,West Bengal,C336,P472,COD,49285.86,56,2,0,0,7,21685.78,43371.56,55200.16,27600.0816,21685.78,50.0,2022-12-15,Morning
T1590,2022,Summer,Electronics,Hyderabad,Karnataka,C336,P340,Debit Card,18534.16,65,1,0,0,15,6486.96,6486.96,12047.2,12047.204,0.0,0.0,2022-06-15,Afternoon
T1591,2022,Festive,Fashion,Delhi,Karnataka,C953,P452,Wallet,17705.53,45,1,0,1,19,9738.04,9738.04,7967.489999999998,7967.4884999999995,0.0,0.0,2022-11-15,Evening
T1592,2019,Summer,Beauty,Chennai,Tamil Nadu,C1555,P326,Wallet,31945.69,25,2,0,0,2,23959.27,47918.54,15972.839999999997,7986.4225,23959.27,50.0,2019-06-15,Night
T1593,2019,Summer,Home,Hyderabad,Maharashtra,C1308,P367,Credit Card,48083.54,52,4,0,0,16,23080.1,92320.4,100013.76,25003.4408,69240.29999999999,74.99999999999999,2019-06-15,Afternoon
T1594,2022,Festive,Electronics,Kolkata,Maharashtra,C1039,P431,UPI,48815.24,60,2,0,0,17,19526.1,39052.2,58578.28,29289.144,19526.1,50.0,2022-11-15,Afternoon
T1595,2023,Festive,Beauty,Mumbai,Maharashtra,C1238,P270,Credit Card,35418.87,39,3,0,0,11,21605.51,64816.53,41440.080000000016,13813.359300000002,43211.020000000004,66.66666666666667,2023-11-15,Morning
T1596,2023,Festive,Fashion,Chennai,West Bengal,C263,P65,UPI,37779.4,48,4,0,0,6,19645.29,78581.16,72536.44,18134.112,58935.87,75.0,2023-11-15,Night
T1597,2020,Summer,Electronics,Mumbai,Telangana,C1787,P196,Credit Card,28257.43,43,1,0,0,11,16106.74,16106.74,12150.69,12150.6949,0.0,0.0,2020-06-15,Morning
T1598,2021,Summer,Fashion,Delhi,Delhi,C1032,P323,Credit Card,37837.63,19,1,0,0,2,30648.48,30648.48,7189.149999999998,7189.1497,0.0,0.0,2021-06-15,Night
T1599,2023,Winter,Fashion,Chennai,Maharashtra,C1149,P22,Wallet,43017.03,16,2,0,0,11,36134.31,72268.62,13765.440000000002,6882.7248,36134.31,50.0,2023-12-15,Morning
T1600,2019,Monsoon,Fashion,Hyderabad,Maharashtra,C1544,P493,UPI,24407.55,12,3,0,0,14,21478.64,64435.92,8786.73,2928.906,42957.28,66.66666666666666,2019-09-15,Afternoon
T1601,2023,Summer,Electronics,Bangalore,Tamil Nadu,C57,P326,COD,31069.14,5,4,0,0,16,29515.68,118062.72,6213.8399999999965,1553.457,88547.04000000001,75.00000000000001,2023-06-15,Afternoon
T1602,2020,Monsoon,Beauty,Chennai,Maharashtra,C110,P120,COD,26958.37,46,1,0,0,11,14557.52,14557.52,12400.85,12400.8502,0.0,0.0,2020-09-15,Morning
T1603,2020,Festive,Grocery,Chennai,Karnataka,C26,P445,Credit Card,28211.04,35,2,1,0,8,18337.18,36674.36,19747.72,9873.864,18337.18,50.0,2020-11-15,Morning
T1604,2021,Summer,Mobiles,Chennai,Karnataka,C801,P357,Credit Card,44524.39,34,2,0,0,21,29386.1,58772.2,30276.58,15138.2926,29386.1,50.0,2021-06-15,Evening
T1605,2023,Winter,Beauty,Chennai,Telangana,C439,P412,Wallet,17909.72,47,4,0,0,0,9492.15,37968.6,33670.280000000006,8417.5684,28476.449999999997,75.0,2023-12-15,Night
T1606,2019,Winter,Electronics,Hyderabad,West Bengal,C477,P462,UPI,10567.56,30,2,0,0,15,7397.29,14794.58,6340.539999999999,3170.268,7397.29,50.0,2019-12-15,Afternoon
T1607,2019,Monsoon,Mobiles,Hyderabad,Delhi,C610,P126,Credit Card,22922.75,16,2,0,0,14,19255.11,38510.22,7335.279999999999,3667.64,19255.11,50.0,2019-09-15,Afternoon
T1608,2022,Festive,Mobiles,Bangalore,Delhi,C1704,P271,COD,10562.64,63,2,0,0,10,3908.18,7816.36,13308.919999999998,6654.463199999999,3908.18,50.0,2022-11-15,Morning
T1609,2019,Monsoon,Mobiles,Hyderabad,Tamil Nadu,C1888,P135,UPI,25020.34,15,1,0,0,4,21267.29,21267.29,3753.0499999999993,3753.051,0.0,0.0,2019-09-15,Night
T1610,2021,Festive,Grocery,Hyderabad,Telangana,C359,P278,Credit Card,45194.7,51,1,0,0,6,22145.4,22145.4,23049.3,23049.297,0.0,0.0,2021-11-15,Night
T1611,2021,Winter,Home,Delhi,Delhi,C512,P73,UPI,30948.19,27,3,0,0,2,22592.18,67776.54000000001,25068.029999999995,8356.0113,45184.36000000001,66.66666666666667,2021-12-15,Night
T1612,2019,Monsoon,Electronics,Pune,West Bengal,C1709,P222,Wallet,42800.56,47,4,0,0,12,22684.3,90737.2,80465.04,20116.263199999998,68052.9,75.0,2019-09-15,Morning
T1613,2019,Winter,Grocery,Delhi,Karnataka,C1439,P274,COD,8476.31,43,4,0,0,23,4831.5,19326.0,14579.239999999998,3644.8133,14494.5,75.0,2019-12-15,Evening
T1614,2022,Winter,Grocery,Pune,Telangana,C1885,P347,UPI,45063.5,59,4,0,0,12,18476.04,73904.16,106349.84,26587.465,55428.12,75.0,2022-12-15,Morning
T1615,2019,Festive,Home,Mumbai,Maharashtra,C796,P461,COD,30169.0,22,4,0,0,18,23531.82,94127.28,26548.72,6637.18,70595.45999999999,74.99999999999999,2019-11-15,Afternoon
T1616,2022,Monsoon,Mobiles,Bangalore,Maharashtra,C295,P464,Credit Card,1781.64,46,2,0,0,9,962.09,1924.18,1639.1,819.5544,962.09,50.0,2022-09-15,Morning
T1617,2022,Monsoon,Home,Pune,Maharashtra,C116,P193,Debit Card,31729.32,30,4,0,0,6,22210.52,88842.08,38075.2,9518.796,66631.56,75.0,2022-09-15,Night
T1618,2019,Winter,Home,Delhi,Telangana,C1490,P286,UPI,47579.57,22,3,0,0,19,37112.06,111336.18,31402.53000000001,10467.5054,74224.12,66.66666666666666,2019-12-15,Evening
T1619,2020,Winter,Grocery,Bangalore,Telangana,C619,P180,COD,4142.52,45,4,0,0,20,2278.39,9113.56,7456.520000000002,1864.1340000000002,6835.17,75.0,2020-12-15,Evening
T1620,2020,Festive,Electronics,Bangalore,West Bengal,C686,P454,UPI,29206.32,46,4,0,0,22,15771.41,63085.64,53739.64,13434.9072,47314.229999999996,74.99999999999999,2020-11-15,Evening
T1621,2022,Summer,Fashion,Chennai,West Bengal,C850,P339,Credit Card,45790.83,37,2,0,0,14,28848.22,57696.44,33885.22,16942.6071,28848.22,50.0,2022-06-15,Afternoon
T1622,2019,Summer,Home,Kolkata,Delhi,C910,P275,Credit Card,682.82,47,2,0,0,17,361.89,723.78,641.8600000000001,320.9254,361.89,50.0,2019-06-15,Afternoon
T1623,2020,Winter,Home,Kolkata,Maharashtra,C973,P261,COD,31619.46,18,2,0,0,19,25927.96,51855.92,11383.0,5691.5028,25927.96,50.0,2020-12-15,Evening
T1624,2019,Summer,Mobiles,Kolkata,Tamil Nadu,C425,P45,Wallet,23850.13,59,3,0,0,6,9778.55,29335.65,42214.740000000005,14071.576700000001,19557.100000000002,66.66666666666667,2019-06-15,Night
T1625,2019,Summer,Mobiles,Bangalore,Tamil Nadu,C1355,P128,UPI,17480.07,62,2,0,0,2,6642.43,13284.86,21675.28,10837.6434,6642.43,50.0,2019-06-15,Night
T1626,2019,Summer,Grocery,Chennai,West Bengal,C759,P482,UPI,31451.32,14,4,0,0,19,27048.14,108192.56,17612.72,4403.1848,81144.42,75.0,2019-06-15,Evening
T1627,2023,Summer,Mobiles,Mumbai,Delhi,C1327,P391,Credit Card,2824.56,32,3,0,0,9,1920.7,5762.1,2711.58,903.8592,3841.4000000000005,66.66666666666667,2023-06-15,Morning
T1628,2019,Winter,Beauty,Mumbai,Delhi,C1792,P316,UPI,37702.54,18,1,0,0,14,30916.08,30916.08,6786.459999999999,6786.4572,0.0,0.0,2019-12-15,Afternoon
T1629,2023,Summer,Home,Kolkata,Delhi,C1874,P457,COD,423.08,30,2,0,0,11,296.16,592.32,253.83999999999992,126.92399999999999,296.16,50.0,2023-06-15,Morning
T1630,2022,Summer,Mobiles,Mumbai,West Bengal,C2000,P442,Debit Card,15485.4,21,3,0,0,15,12233.47,36700.41,9755.79,3251.9339999999997,24466.940000000002,66.66666666666666,2022-06-15,Afternoon
T1631,2020,Festive,Electronics,Chennai,Tamil Nadu,C607,P46,Credit Card,25297.14,38,1,0,0,23,15684.23,15684.23,9612.91,9612.913199999999,0.0,0.0,2020-11-15,Evening
T1632,2020,Winter,Beauty,Kolkata,Delhi,C535,P304,Debit Card,18975.71,18,2,0,0,18,15560.08,31120.16,6831.259999999998,3415.6277999999998,15560.08,50.0,2020-12-15,Afternoon
T1633,2020,Monsoon,Grocery,Pune,West Bengal,C1046,P373,UPI,15512.3,30,1,1,0,11,10858.61,10858.61,4653.689999999999,4653.69,0.0,0.0,2020-09-15,Morning
T1634,2020,Monsoon,Fashion,Pune,Maharashtra,C287,P333,Wallet,41575.59,38,2,0,0,20,25776.87,51553.74,31597.439999999995,15798.724199999999,25776.87,50.0,2020-09-15,Evening
T1635,2020,Festive,Home,Chennai,Maharashtra,C821,P5,COD,46754.66,28,3,0,0,1,33663.36,100990.08,39273.90000000001,13091.3048,67326.72,66.66666666666666,2020-11-15,Night
T1636,2020,Festive,Home,Mumbai,Karnataka,C845,P353,UPI,43710.89,24,2,0,0,7,33220.28,66440.56,20981.22,10490.613599999999,33220.28,50.0,2020-11-15,Morning
